Price,Rating,graphic_card,Company,touchscreen,Gen_type,Ram_in_gb,Disk_drive,Processor_Name,processor_type,Operating_System
34990,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
69500,1.6,Yes,Dell,Yes,5,8,HDD,Intel,i5,Windows 10
54990,4.3,No,Acer,No,10,8,SSD,Intel,i5,Windows 10
69990,4.204958677685946,No,Asus,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
61990,4.1,Yes,Acer,No,8,8,HDD,Intel,i5,Windows 10
127990,4.204958677685946,No,MICROSOFT,Yes,8,8,SSD,Intel,i7,Windows 10
85990,4.204958677685946,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
79990,4.0,No,Acer,Yes,7,8,SSD,Intel,i7,Windows 10
79990,3.5,Yes,MSI,No,7,8,HDD,Intel,i7,Windows 10
83990,4.204958677685946,Yes,Asus,No,10,8,HDD,Intel,i5,Windows 10
282998,4.204958677685946,Yes,Lenovo,No,10,16,SSD,Intel,i9,Windows 10
29990,4.2,No,Lenovo,No,Not Mentioned,4,SSD,Intel,Celeron,Windows 10
52990,3.5,No,Smartron,Yes,7,4,SSD,Intel,i5,Windows 10
19990,3.5,No,Acer,No,Not Mentioned,4,Not Metioned,Intel,Celeron,Mac
109990,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
92187,4.204958677685946,No,Dell,Yes,10,8,SSD,Intel,i7,Windows 10
34990,3.5,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
229990,4.6,Yes,Asus,No,Not Mentioned,32,SSD,AMD,Not Metioned,Windows 10
73990,4.204958677685946,No,Avita,No,7,8,SSD,Intel,i5,Windows 10
59990,4.4,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
24500,4.6,No,Asus,No,Not Mentioned,4,HDD,Intel,Celeron,Windows 10
42990,4.204958677685946,No,Asus,No,10,4,SSD,Intel,i3,Windows 10
59900,4.204958677685946,No,HP,No,8,8,SSD,Intel,i5,Windows 10
68990,4.204958677685946,No,Asus,No,10,8,Both,Intel,i5,Windows 10
56990,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
188499,4.204958677685946,No,Lenovo,Yes,10,16,SSD,Intel,i7,Windows 10
75990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
55490,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
62990,4.0,No,Vaio,No,8,8,SSD,Intel,i5,Windows 10
26990,3.9,No,Lenovo,No,6,4,HDD,Intel,i3,Windows 10
24990,3.4,No,HP,No,3,4,HDD,AMD,Athlon,Windows 10
82990,4.6,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
57990,4.5,Yes,Acer,No,10,8,SSD,Intel,i5,Windows 10
46990,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i3,Windows 10
38990,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
52990,4.204958677685946,No,Avita,No,7,8,SSD,Intel,i5,Windows 10
62999,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
31990,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
40990,4.204958677685946,No,HP,No,Not Mentioned,8,SSD,AMD,Ryzen 3,Windows 10
73990,4.204958677685946,No,Avita,No,7,8,SSD,Intel,i5,Windows 10
67500,4.204958677685946,Yes,Acer,No,9,8,HDD,Intel,i5,Windows 10
109999,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
59990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
43390,3.5,No,Asus,No,Not Mentioned,8,HDD,AMD,Ryzen 5,Windows 10
59990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
75990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
83113,4.204958677685946,No,MSI,No,10,8,SSD,Intel,i7,Windows 10
45890,4.2,No,Acer,No,8,4,SSD,Intel,i3,Windows 10
34990,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
53990,4.204958677685946,No,Acer,No,10,8,SSD,Intel,i5,Windows 10
53990,4.3,No,Asus,No,8,8,Both,Intel,i3,Windows 10
33999,4.204958677685946,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
75999,4.204958677685946,Yes,Dell,No,10,8,SSD,Intel,i5,Windows 10
42999,4.204958677685946,No,Lenovo,No,10,4,SSD,Intel,i5,DOS
59990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
63000,4.3,No,Dell,No,10,8,Both,Intel,i5,Windows 10
91990,3.8,No,Dell,Yes,8,8,SSD,Intel,i5,Windows 10
47999,4.204958677685946,No,Lenovo,No,8,4,HDD,Intel,i5,DOS
55990,3.6,No,Avita,No,8,8,SSD,Intel,i5,Windows 10
55490,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
50990,4.3,No,Dell,Yes,10,4,SSD,Intel,i3,Windows 10
55990,3.6,No,Avita,No,8,8,SSD,Intel,i5,Windows 10
84990,4.204958677685946,Yes,Lenovo,No,9,8,SSD,Intel,i5,Windows 10
73900,4.4,Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
55490,4.2,No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
42990,4.204958677685946,No,Avita,No,10,8,SSD,Intel,i5,Windows 10
32390,3.9,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
35900,4.3,No,Asus,No,10,8,HDD,Intel,i3,Windows 10
59990,4.204958677685946,No,Avita,No,8,8,SSD,Intel,i7,Windows 10
35890,3.6,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
26490,3.9,No,Asus,No,Not Mentioned,4,HDD,Intel,Pentium,Windows 10
63500,4.204958677685946,Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
55000,4.204958677685946,No,HP,No,3,8,Both,AMD,Ryzen 5,Windows 10
33400,3.4,No,Asus,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
76999,4.5,No,Lenovo,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
76500,5.0,No,Lenovo,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
55990,3.6,No,Avita,No,8,8,SSD,Intel,i5,Windows 10
76045,4.4,No,HP,No,10,8,Both,Intel,i5,Windows 10
92490,4.204958677685946,Yes,Dell,No,10,8,SSD,Intel,i7,Windows 10
79990,4.5,Yes,MSI,No,9,8,SSD,Intel,i7,Windows 10
23480,4.1,No,Asus,No,Not Mentioned,4,SSD,Intel,Celeron,Windows 10
35590,4.0,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
52000,4.1,No,HP,No,10,8,Both,Intel,i3,Windows 10
67000,4.3,No,HP,No,10,8,SSD,Intel,i5,Windows 10
74400,4.204958677685946,Yes,Dell,No,9,8,SSD,Intel,i5,Windows 10
69190,4.4,Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
54500,4.204958677685946,No,Lenovo,Yes,10,8,SSD,Intel,i3,Windows 10
65000,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
72500,4.5,Yes,Lenovo,No,10,8,Both,Intel,i5,Windows 10
79800,4.5,No,HP,Yes,10,8,SSD,Intel,i5,Windows 10
45500,4.6,No,Lenovo,No,10,4,SSD,Intel,i3,Windows 10
90990,4.4,Yes,Lenovo,No,10,8,SSD,Intel,i7,Windows 10
48749,4.4,No,Lenovo,Yes,10,4,SSD,Intel,i3,Windows 10
29999,4.204958677685946,No,HP,No,Not Mentioned,4,HDD,AMD,Not Metioned,Windows 10
36000,4.1,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
163000,4.6,Yes,HP,Yes,10,16,SSD,Intel,i7,Windows 10
79000,4.5,Yes,HP,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
69999,4.3,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
45990,3.6,No,Lenovo,No,10,4,HDD,Intel,i5,Windows 10
76990,4.204958677685946,Yes,Dell,Yes,10,8,SSD,Intel,i5,Windows 10
98000,4.204958677685946,Yes,Dell,No,10,16,Both,Intel,i7,Windows 10
189990,4.204958677685946,Yes,HP,Yes,10,16,SSD,Intel,i7,Windows 10
65000,4.204958677685946,Yes,Asus,No,10,8,SSD,Intel,i5,DOS
98000,4.6,Yes,HP,No,10,8,SSD,Intel,i7,Windows 10
51297,4.3,No,HP,Yes,8,8,Not Metioned,Intel,i3,Mac
46000,3.7,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
43500,4.0,No,HP,No,10,4,HDD,Intel,i3,Windows 10
42000,3.8,No,HP,No,10,4,HDD,Intel,i3,Windows 10
32999,4.204958677685946,No,Lenovo,No,10,4,HDD,Intel,i3,DOS
32955,4.2,No,HP,No,7,4,HDD,Intel,i3,DOS
43781,4.3,No,HP,No,8,8,HDD,Intel,i3,Windows 10
68900,4.5,Yes,HP,No,8,8,SSD,Intel,i5,Windows 10
74999,4.204958677685946,No,Lenovo,No,10,8,HDD,Intel,i5,Windows 10
66500,4.4,No,HP,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
79999,4.1,Yes,HP,No,10,8,Both,Intel,i5,Windows 10
64990,4.3,Yes,HP,No,8,8,HDD,Intel,i5,Windows 10
60000,4.204958677685946,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
84599,4.7,Yes,Lenovo,Yes,10,8,SSD,Intel,i5,Windows 10
69990,3.9,Yes,Acer,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
25990,4.0,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
75990,3.8,Yes,Acer,No,10,16,SSD,Intel,i7,Windows 10
39990,3.7,No,HP,No,10,4,HDD,Intel,i3,Windows 10
64990,4.0,No,Acer,Yes,10,8,SSD,Intel,i5,Windows 10
39990,4.1,No,Avita,No,10,8,SSD,Intel,i5,Windows 10
62990,3.6,No,Avita,No,10,16,SSD,Intel,i7,Windows 10
66990,4.1,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
52069,4.1,No,HP,No,10,8,HDD,Intel,i3,Windows 10
57990,4.1,No,Vaio,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
37790,4.204958677685946,No,Dell,No,10,4,HDD,Intel,i3,Windows 10
26490,3.6,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Athlon,DOS
51000,4.204958677685946,No,Asus,No,10,8,Both,Intel,i5,Windows 10
47990,3.8,Yes,Acer,No,10,8,HDD,Intel,i5,Windows 10
34590,3.9,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
86990,3.9,Yes,Dell,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
62594,4.0,Yes,Lenovo,No,8,4,HDD,Intel,i5,Windows 10
94990,4.204958677685946,No,Asus,Yes,10,8,SSD,Intel,i5,Windows 10
75890,3.8,No,HP,Yes,10,8,SSD,Intel,i5,Windows 10
28990,3.6,No,Lenovo,No,Not Mentioned,4,HDD,AMD,Ryzen 3,DOS
104990,4.204958677685946,Yes,Asus,Yes,10,8,SSD,Intel,i5,Windows 10
70890,3.7,No,Acer,No,8,8,SSD,Intel,i5,Windows 10
64196,4.204958677685946,No,Asus,No,8,8,HDD,Intel,i5,Windows 10
21999,3.6,No,HP,No,Not Mentioned,4,HDD,AMD,Athlon,Windows 10
39940,3.0,No,Dell,No,10,8,HDD,Intel,i3,Windows 10
41990,4.204958677685946,No,Lenovo,No,7,4,HDD,Intel,i3,Windows 10
30490,3.3,No,Dell,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
36890,3.7,No,Dell,No,8,4,HDD,Intel,i3,Windows 10
47350,4.204958677685946,No,Dell,Yes,10,4,SSD,Intel,i3,Windows 10
61190,4.204958677685946,Yes,Dell,No,10,8,SSD,Intel,i5,Windows 10
113990,4.4,No,Apple,No,8,8,SSD,Intel,i5,Mac
20990,3.4,No,Acer,No,7,4,Not Metioned,Intel,Celeron,Mac
31890,2.0,No,Lenovo,No,10,4,SSD,Intel,i3,DOS
32990,3.3,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
229990,4.204958677685946,Yes,MSI,No,10,16,SSD,Intel,i7,Windows 10
55000,4.204958677685946,No,Dell,No,10,8,HDD,Intel,i5,Windows 10
116500,3.6,Yes,HP,No,10,16,SSD,Intel,i7,Windows 10
51930,4.1,No,HP,No,7,8,HDD,Intel,i5,Windows 10
86500,4.204958677685946,Yes,Lenovo,No,10,16,Both,Intel,i5,Windows 10
75900,4.204958677685946,No,Asus,No,10,16,Both,Intel,i5,Windows 10
61373,4.3,No,HP,No,8,8,HDD,Intel,i5,Windows 10
46990,3.4,Yes,Acer,No,7,8,HDD,Intel,i5,Windows 10
49990,4.0,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
69450,4.204958677685946,Yes,Asus,No,10,8,SSD,Intel,i7,Windows 10
76999,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
44097,4.2,No,HP,No,8,8,HDD,Intel,i5,Windows 10
37990,3.2,No,HP,No,10,4,HDD,Intel,i3,DOS
59990,3.3,No,Dell,No,8,8,SSD,Intel,i5,Windows 10
89799,4.4,No,Lenovo,Yes,10,8,SSD,Intel,i5,Windows 10
20900,3.9,No,HP,No,Not Mentioned,4,HDD,AMD,APU,DOS
32917,4.0,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
49279,4.5,Yes,HP,No,7,8,HDD,Intel,i3,Windows 10
182999,4.204958677685946,No,Lenovo,Yes,10,16,SSD,Intel,i7,Windows 10
50000,4.1,No,Lenovo,No,Not Mentioned,8,HDD,AMD,Ryzen 5,DOS
51400,4.204958677685946,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
84000,4.204958677685946,Yes,Dell,No,10,8,SSD,Intel,i7,DOS
34688,4.1,No,HP,No,7,4,HDD,Intel,i3,Windows 10
42990,3.7,No,Smartron,Yes,7,4,SSD,Intel,m3,Windows 10
28462,4.1,No,HP,No,Not Mentioned,4,SSD,AMD,APU,Windows 10
31808,4.1,No,HP,No,7,4,HDD,Intel,i3,DOS
85600,4.1,Yes,Lenovo,No,8,8,HDD,Intel,i7,Windows 10
28250,4.1,No,HP,No,Not Mentioned,4,HDD,AMD,APU,Windows 10
35585,3.9,No,HP,No,7,4,HDD,Intel,i3,Windows 10
77000,4.4,Yes,Lenovo,No,8,8,SSD,Intel,i5,Windows 10
88500,4.204958677685946,Yes,Asus,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
35811,4.3,No,HP,No,7,8,SSD,Intel,i3,Windows 10
94000,4.204958677685946,Yes,Asus,No,10,8,SSD,Intel,i7,Windows 10
88999,4.204958677685946,Yes,Lenovo,No,10,8,Both,Intel,i5,Windows 10
31414,4.1,No,HP,No,Not Mentioned,4,HDD,AMD,APU,Windows 10
50922,4.2,Yes,HP,No,7,8,HDD,Intel,i3,Windows 10
195990,4.204958677685946,Yes,Asus,No,10,32,SSD,Intel,i7,Windows 10
98000,4.204958677685946,No,HP,Yes,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
161500,4.204958677685946,No,HP,Yes,10,16,Both,Intel,i7,Windows 10
69990,4.0,Yes,HP,Yes,8,8,Both,Intel,i5,Windows 10
64990,4.0,No,Acer,Yes,8,8,SSD,Intel,i5,Windows 10
63500,4.204958677685946,No,HP,No,8,8,Both,Intel,i5,Windows 10
103828,4.1,Yes,HP,No,7,8,Both,Intel,i7,Windows 10
41490,4.3,No,Asus,No,Not Mentioned,4,SSD,AMD,Ryzen 5,Windows 10
119990,2.5,No,Lenovo,No,10,16,SSD,Intel,i7,Windows 10
54238,4.4,No,HP,Yes,8,4,SSD,Intel,i3,Windows 10
61745,4.5,No,HP,Yes,8,8,Not Metioned,Intel,i5,Mac
138500,4.204958677685946,Yes,HP,No,8,8,SSD,Intel,i5,Windows 10
37990,4.2,No,HP,No,7,4,SSD,Intel,i3,Windows 10
57990,4.204958677685946,Yes,Asus,No,10,8,SSD,Intel,i5,Windows 10
46200,4.1,Yes,HP,No,7,4,HDD,Intel,i5,DOS
24749,3.9,No,Asus,No,Not Mentioned,4,HDD,Intel,Celeron,Windows 10
52990,4.0,No,Smartron,Yes,7,4,SSD,Intel,i5,Windows 10
38950,2.5,No,HP,No,10,4,HDD,Intel,i3,Windows 10
104000,4.4,Yes,Lenovo,No,7,8,Both,Intel,i7,Windows 10
78999,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
39999,3.9,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
76300,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
27490,3.3,No,Asus,No,Not Mentioned,4,HDD,AMD,Athlon,Windows 10
72990,3.3,No,Dell,No,10,8,Both,Intel,i5,Windows 10
58999,4.204958677685946,Yes,Lenovo,No,7,4,HDD,Intel,i5,Windows 10
60500,4.3,Yes,Dell,No,8,8,Both,Intel,i5,Windows 10
56000,4.3,No,HP,No,10,8,SSD,Intel,i5,Windows 10
32999,3.4,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
74990,3.3,Yes,HP,No,8,8,Both,Intel,i5,Windows 10
31999,3.3,No,Lenovo,No,10,4,HDD,Intel,i3,DOS
128999,4.0,No,Lenovo,Yes,8,8,SSD,Intel,i7,Windows 10
53990,4.204958677685946,No,HP,No,10,8,HDD,Intel,i5,Windows 10
85999,4.3,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
44599,4.1,No,HP,No,7,4,HDD,Intel,i5,Windows 10
77000,4.204958677685946,No,AGB,No,7,16,Both,Intel,i7,Windows 10
92999,4.204958677685946,Yes,AGB,No,7,32,Both,Intel,i7,Windows 10
55000,4.204958677685946,Yes,Lenovo,No,6,4,HDD,Intel,i5,Windows 10
24000,4.204958677685946,No,Dell,No,4,16,HDD,Intel,Pentium,Windows 8
82000,4.204958677685946,Yes,AGB,No,7,16,Both,Intel,i7,Windows 10
76012,4.3,No,HP,No,8,8,SSD,Intel,i5,Windows 10
55729,4.3,Yes,HP,No,8,8,HDD,Intel,i5,DOS
12999,4.4,No,LAVA,No,Not Mentioned,2,HDD,Not Metioned,Not Metioned,Windows 10
115185,4.204958677685946,No,Dell,No,8,16,SSD,Intel,i7,Windows 10
245999,4.204958677685946,No,HP,Yes,7,16,SSD,Intel,i7,Windows 10
61715,2.8,No,HP,No,7,4,HDD,Intel,i3,Windows 10
63500,4.0,Yes,HP,No,7,4,HDD,Intel,i5,Windows 10
144990,4.204958677685946,Yes,Asus,No,Not Mentioned,16,SSD,AMD,Not Metioned,Windows 10
158990,4.204958677685946,Yes,Asus,Yes,10,16,SSD,Intel,i7,Windows 10
49999,4.2,No,Dell,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
49999,4.3,No,Dell,No,10,8,SSD,Intel,i3,Windows 10
